"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009904","BP","GO:0009904","chloroplast accumulation movement","1/1852","21/22026",0.842019439565581,1,0.848274532485059,"TREPH1",1
"GO:0010232","BP","GO:0010232","vascular transport","1/1852","21/22026",0.842019439565581,1,0.848274532485059,"ATNAS3",1
"GO:0010233","BP","GO:0010233","phloem transport","1/1852","21/22026",0.842019439565581,1,0.848274532485059,"ATNAS3",1
"GO:0015740","BP","GO:0015740","C4-dicarboxylate transport","1/1852","21/22026",0.842019439565581,1,0.848274532485059,"ATSDAT",1
"GO:0031058","BP","GO:0031058","positive regulation of histone modification","1/1852","21/22026",0.842019439565581,1,0.848274532485059,"VIN3",1
"GO:0035384","BP","GO:0035384","thioester biosynthetic process","1/1852","21/22026",0.842019439565581,1,0.848274532485059,"ACLA-3",1
"GO:0051568","BP","GO:0051568","histone H3-K4 methylation","1/1852","21/22026",0.842019439565581,1,0.848274532485059,"VIN3",1
"GO:0060429","BP","GO:0060429","epithelium development","1/1852","21/22026",0.842019439565581,1,0.848274532485059,"AtAUX1",1
"GO:0071616","BP","GO:0071616","acyl-CoA biosynthetic process","1/1852","21/22026",0.842019439565581,1,0.848274532485059,"ACLA-3",1
"GO:0009846","BP","GO:0009846","pollen germination","4/1852","69/22026",0.84255304682504,1,0.848274532485059,"SEIPIN2/ATIPK2A/PIP5K5/ATCAL5",4
"GO:0009910","BP","GO:0009910","negative regulation of flower development","3/1852","54/22026",0.843323031843583,1,0.848274532485059,"AtRAV1/ATUBC1/AGL68",3
"GO:0006457","BP","GO:0006457","protein folding","12/1852","182/22026",0.847014807070997,1,0.848274532485059,"AtHsp70-2/ATHS83/NA/NA/BIP1/NA/HSP17.6II/NA/AtUSP/ROC7/ATCNX1/ATERDJ3B",12
"GO:1903047","BP","GO:1903047","mitotic cell cycle process","16/1852","236/22026",0.847939005100617,1,0.848274532485059,"pEARLI4/SMR7/ATVAMP722/SMR8/SIM/ATCSLE1/ATCSLB03/ATCSLD2/LGO/SMR4/PEARLI/AtCDC48B/ANY1/ATCESA3/CSI1/CESA6",16
"GO:0006879","BP","GO:0006879","cellular iron ion homeostasis","2/1852","39/22026",0.851205969910584,1,0.848274532485059,"ATFER1/MEB2",2
"GO:0009119","BP","GO:0009119","ribonucleoside metabolic process","2/1852","39/22026",0.851205969910584,1,0.848274532485059,"AT-RSH2/NA",2
"GO:0016482","BP","GO:0016482","cytosolic transport","2/1852","39/22026",0.851205969910584,1,0.848274532485059,"ARA-6/ATVTI12",2
"GO:0044272","BP","GO:0044272","sulfur compound biosynthetic process","10/1852","156/22026",0.854061987953178,1,0.848274532485059,"OASA2/HMT3/ACLA-3/GSL-OH/ATMGL/ATCYSD2/AtSAT1/ATECS1/ATWRKY33/GABA-T",10
"GO:0031324","BP","GO:0031324","negative regulation of cellular metabolic process","36/1852","499/22026",0.854724742071438,1,0.848274532485059,"INH3/APRR7/DIV2/ICK1/APUM5/QQS/EMB173/anac081/AZF2/ATGRXS13/NA/AtRAV1/AtILP/DEAR4/MRF4/ATPUB44/ECT8/ATWRKY40/MAF1/SIM/AtKTI5/ATWRKY6/HAT2/ABS2/COR28/DAG1/ATERF3/DSPTP1E/STZ/ATWRKY75/XBAT32/ATMYB86/ATOFP12/TIE1/AtMYB36/AtORM1",36
"GO:0009934","BP","GO:0009934","regulation of meristem structural organization","1/1852","22/22026",0.855315508546473,1,0.848274532485059,"AtMAX2",1
"GO:0010380","BP","GO:0010380","regulation of chlorophyll biosynthetic process","1/1852","22/22026",0.855315508546473,1,0.848274532485059,"ATPUB44",1
"GO:0030048","BP","GO:0030048","actin filament-based movement","1/1852","22/22026",0.855315508546473,1,0.848274532485059,"ATMYA2",1
"GO:0048826","BP","GO:0048826","cotyledon morphogenesis","1/1852","22/22026",0.855315508546473,1,0.848274532485059,"IAA20",1
"GO:0090421","BP","GO:0090421","embryonic meristem initiation","1/1852","22/22026",0.855315508546473,1,0.848274532485059,"anac021",1
"GO:0098876","BP","GO:0098876","vesicle-mediated transport to the plasma membrane","1/1852","22/22026",0.855315508546473,1,0.848274532485059,"NA",1
"GO:0099515","BP","GO:0099515","actin filament-based transport","1/1852","22/22026",0.855315508546473,1,0.848274532485059,"ATMYA2",1
"GO:0010051","BP","GO:0010051","xylem and phloem pattern formation","4/1852","71/22026",0.85812031912091,1,0.848274532485059,"VIK/ATGATL1/ZPR3/IAA20",4
"GO:1901264","BP","GO:1901264","carbohydrate derivative transport","3/1852","56/22026",0.860559289510337,1,0.848274532485059,"ATUTR1/AtPNC2/ATUTR3",3
"GO:0031327","BP","GO:0031327","negative regulation of cellular biosynthetic process","28/1852","398/22026",0.86281560243294,1,0.848274532485059,"APRR7/DIV2/APUM5/EMB173/anac081/AZF2/ATGRXS13/AtRAV1/DEAR4/MRF4/ATPUB44/ECT8/ATWRKY40/MAF1/ATWRKY6/HAT2/ABS2/COR28/DAG1/ATERF3/STZ/ATWRKY75/XBAT32/ATMYB86/ATOFP12/TIE1/AtMYB36/AtORM1",28
"GO:0009894","BP","GO:0009894","regulation of catabolic process","9/1852","144/22026",0.863982701539881,1,0.848274532485059,"APUM5/NA/MIEL1/ATPUB44/ECT8/NA/AtCDC48B/ATWRKY33/DDA1",9
"GO:0048509","BP","GO:0048509","regulation of meristem development","8/1852","130/22026",0.864290545552755,1,0.848274532485059,"BIB/A/N-InvC/ATHM3/RGFR3/ATHO1/AtMAX2/RGI4/ZPR3",8
"GO:0006613","BP","GO:0006613","cotranslational protein targeting to membrane","1/1852","23/22026",0.867493097992571,1,0.848274532485059,"NA",1
"GO:0006614","BP","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","1/1852","23/22026",0.867493097992571,1,0.848274532485059,"NA",1
"GO:0006743","BP","GO:0006743","ubiquinone metabolic process","1/1852","23/22026",0.867493097992571,1,0.848274532485059,"ATC4H",1
"GO:0006744","BP","GO:0006744","ubiquinone biosynthetic process","1/1852","23/22026",0.867493097992571,1,0.848274532485059,"ATC4H",1
"GO:0006783","BP","GO:0006783","heme biosynthetic process","1/1852","23/22026",0.867493097992571,1,0.848274532485059,"ATFC-I",1
"GO:1901463","BP","GO:1901463","regulation of tetrapyrrole biosynthetic process","1/1852","23/22026",0.867493097992571,1,0.848274532485059,"ATPUB44",1
"GO:0006664","BP","GO:0006664","glycolipid metabolic process","3/1852","57/22026",0.868536303738221,1,0.848274532485059,"GCS/PDLZ2/DGD2",3
"GO:0016485","BP","GO:0016485","protein processing","3/1852","57/22026",0.868536303738221,1,0.848274532485059,"Plsp2B/ASPGB1/AtMC4",3
"GO:1903509","BP","GO:1903509","liposaccharide metabolic process","3/1852","57/22026",0.868536303738221,1,0.848274532485059,"GCS/PDLZ2/DGD2",3
"GO:0051253","BP","GO:0051253","negative regulation of RNA metabolic process","22/1852","321/22026",0.868811046415404,1,0.848274532485059,"APRR7/EMB173/anac081/AZF2/ATGRXS13/AtRAV1/DEAR4/MRF4/ATWRKY40/MAF1/ATWRKY6/HAT2/ABS2/COR28/DAG1/ATERF3/STZ/ATWRKY75/ATMYB86/ATOFP12/TIE1/AtMYB36",22
"GO:0009955","BP","GO:0009955","adaxial/abaxial pattern specification","2/1852","41/22026",0.87020286137921,1,0.848274532485059,"ZPR3/GABA-T",2
"GO:0045168","BP","GO:0045168","cell-cell signaling involved in cell fate commitment","2/1852","41/22026",0.87020286137921,1,0.848274532485059,"CLE1/AtCLE6",2
"GO:0010026","BP","GO:0010026","trichome differentiation","5/1852","88/22026",0.872114904442713,1,0.848274532485059,"SIM/ZFP6/ATMYA2/AtRLCK/GDPDL3",5
"GO:0051301","BP","GO:0051301","cell division","18/1852","269/22026",0.873334224382644,1,0.848274532485059,"ATVAMP722/NA/NA/SKP2A/AtERF#100/AtMYB88/ATCSLE1/ANAC068/ATHAM3/ATCSLB03/NA/ATCSLD2/ATERF6/BLJ/ANY1/ATCESA3/CSI1/CESA6",18
"GO:0048481","BP","GO:0048481","plant ovule development","3/1852","58/22026",0.8761075996528,1,0.848274532485059,"DA1/ANAC056/ANAC018",3
"GO:0019318","BP","GO:0019318","hexose metabolic process","5/1852","89/22026",0.878238300421404,1,0.848274532485059,"NA/AtcFBP/UGE3/PCK2/HSR8",5
"GO:0009903","BP","GO:0009903","chloroplast avoidance movement","1/1852","24/22026",0.878646249040963,1,0.848274532485059,"TREPH1",1
"GO:0009959","BP","GO:0009959","negative gravitropism","1/1852","24/22026",0.878646249040963,1,0.848274532485059,"ATSYP22",1
"GO:0030838","BP","GO:0030838","positive regulation of actin filament polymerization","1/1852","24/22026",0.878646249040963,1,0.848274532485059,"ATFH8",1
"GO:0042593","BP","GO:0042593","glucose homeostasis","1/1852","24/22026",0.878646249040963,1,0.848274532485059,"AtERDL6",1
"GO:0043244","BP","GO:0043244","regulation of protein-containing complex disassembly","1/1852","24/22026",0.878646249040963,1,0.848274532485059,"ATPCAP1",1
"GO:0045010","BP","GO:0045010","actin nucleation","1/1852","24/22026",0.878646249040963,1,0.848274532485059,"ATFH8",1
"GO:0008064","BP","GO:0008064","regulation of actin polymerization or depolymerization","2/1852","42/22026",0.878840602792487,1,0.848274532485059,"ATFH8/AtPRF2",2
"GO:0009156","BP","GO:0009156","ribonucleoside monophosphate biosynthetic process","2/1852","42/22026",0.878840602792487,1,0.848274532485059,"UCK3/UKL5",2
"GO:0030832","BP","GO:0030832","regulation of actin filament length","2/1852","42/22026",0.878840602792487,1,0.848274532485059,"ATFH8/AtPRF2",2
"GO:0110053","BP","GO:0110053","regulation of actin filament organization","2/1852","42/22026",0.878840602792487,1,0.848274532485059,"ATFH8/AtPRF2",2
"GO:0033014","BP","GO:0033014","tetrapyrrole biosynthetic process","4/1852","74/22026",0.878998436672804,1,0.848274532485059,"ATHO1/ATPUB44/CIP7/ATFC-I",4
"GO:0010087","BP","GO:0010087","phloem or xylem histogenesis","6/1852","104/22026",0.879427249367932,1,0.848274532485059,"NA/AtERF#100/ATPXL1/MIK1/ATERF6/PRX52",6
"GO:0009890","BP","GO:0009890","negative regulation of biosynthetic process","28/1852","404/22026",0.881282393393117,1,0.848274532485059,"APRR7/DIV2/APUM5/EMB173/anac081/AZF2/ATGRXS13/AtRAV1/DEAR4/MRF4/ATPUB44/ECT8/ATWRKY40/MAF1/ATWRKY6/HAT2/ABS2/COR28/DAG1/ATERF3/STZ/ATWRKY75/XBAT32/ATMYB86/ATOFP12/TIE1/AtMYB36/AtORM1",28
"GO:0005982","BP","GO:0005982","starch metabolic process","4/1852","75/22026",0.885339641423285,1,0.848274532485059,"QQS/AtcFBP/ATSUS3/AtBAM1",4
"GO:0010928","BP","GO:0010928","regulation of auxin mediated signaling pathway","2/1852","43/22026",0.886944407772413,1,0.848274532485059,"ATMYB44/AGR",2
"GO:0033365","BP","GO:0033365","protein localization to organelle","22/1852","327/22026",0.888459897444491,1,0.848274532485059,"BIB/pEARLI4/AtNBR1/ABA3/BP80-3;1/VPS37-1/NA/ATVTI12/IMPA-4/NA/ELM1/NA/(AT)SRC2/NA/ATSUN1/ATCHX17/NA/PEARLI/PAP2/NA/AtTic20-IV/CSI1",22
"GO:0006383","BP","GO:0006383","transcription by RNA polymerase III","1/1852","25/22026",0.88886109981708,1,0.848274532485059,"MAF1",1
"GO:0046112","BP","GO:0046112","nucleobase biosynthetic process","1/1852","25/22026",0.88886109981708,1,0.848274532485059,"CTPS1",1
"GO:1905269","BP","GO:1905269","positive regulation of chromatin organization","1/1852","25/22026",0.88886109981708,1,0.848274532485059,"VIN3",1
"GO:0051604","BP","GO:0051604","protein maturation","5/1852","91/22026",0.889737473601699,1,0.848274532485059,"Plsp2B/ASPGB1/AtMC4/MCC1/AtCOPT5",5
"GO:0035670","BP","GO:0035670","plant-type ovary development","3/1852","60/22026",0.890097244043729,1,0.848274532485059,"DA1/ANAC056/ANAC018",3
"GO:2000242","BP","GO:2000242","negative regulation of reproductive process","4/1852","76/22026",0.891388969049727,1,0.848274532485059,"AtRAV1/ATUBC1/CDF5/AGL68",4
"GO:0009161","BP","GO:0009161","ribonucleoside monophosphate metabolic process","2/1852","44/22026",0.894542939477017,1,0.848274532485059,"UCK3/UKL5",2
"GO:0010449","BP","GO:0010449","root meristem growth","2/1852","44/22026",0.894542939477017,1,0.848274532485059,"RGFR3/RGI4",2
"GO:0018198","BP","GO:0018198","peptidyl-cysteine modification","2/1852","44/22026",0.894542939477017,1,0.848274532485059,"NA/PAT4",2
"GO:0034504","BP","GO:0034504","protein localization to nucleus","3/1852","61/22026",0.896547140769862,1,0.848274532485059,"BIB/IMPA-4/ATSUN1",3
"GO:0006636","BP","GO:0006636","unsaturated fatty acid biosynthetic process","1/1852","26/22026",0.898216549257504,1,0.848274532485059,"AtCLO3",1
"GO:0009082","BP","GO:0009082","branched-chain amino acid biosynthetic process","1/1852","26/22026",0.898216549257504,1,0.848274532485059,"ATBCAT-2",1
"GO:0009956","BP","GO:0009956","radial pattern formation","1/1852","26/22026",0.898216549257504,1,0.848274532485059,"GAZ",1
"GO:0010582","BP","GO:0010582","floral meristem determinacy","1/1852","26/22026",0.898216549257504,1,0.848274532485059,"AGL68",1
"GO:0030042","BP","GO:0030042","actin filament depolymerization","1/1852","26/22026",0.898216549257504,1,0.848274532485059,"ADF2",1
"GO:0030091","BP","GO:0030091","protein repair","1/1852","26/22026",0.898216549257504,1,0.848274532485059,"AtDJ1A",1
"GO:0062013","BP","GO:0062013","positive regulation of small molecule metabolic process","1/1852","26/22026",0.898216549257504,1,0.848274532485059,"ANAC047",1
"GO:0007010","BP","GO:0007010","cytoskeleton organization","20/1852","304/22026",0.899991511803853,1,0.848274532485059,"ADF2/PLIM2b/ATPCAP1/TUB8/NA/ATVLN2/MAP18/AtWLIM1/CML16/TUB9/NA/ATMYA2/NA/ATFH8/AtPRF2/AtCDC48B/BPP2/ATFH4/CSI1/CESA6",20
"GO:0008283","BP","GO:0008283","cell population proliferation","5/1852","93/22026",0.900289023082608,1,0.848274532485059,"DA1/GLV4/ATPSK3/ATPSK5/AtMYB36",5
"GO:0006605","BP","GO:0006605","protein targeting","16/1852","250/22026",0.901206680588949,1,0.848274532485059,"ATEXO70E2/AtNBR1/ATSYP122/ABA3/BP80-3;1/AT-SYR1/VPS37-1/NA/ATVTI12/PAT4/NA/(AT)SRC2/ATCHX17/PVA12/PAP2/AtTic20-IV",16
"GO:0007062","BP","GO:0007062","sister chromatid cohesion","2/1852","45/22026",0.90166381868706,1,0.848274532485059,"pEARLI4/PEARLI",2
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","4/1852","78/22026",0.902652893102168,1,0.848274532485059,"ADF2/ATPCAP1/AUXILIN-LIKE1/AtCDC48B",4
"GO:0009556","BP","GO:0009556","microsporogenesis","1/1852","27/22026",0.906784865201827,1,0.848274532485059,"AtPSS1",1
"GO:0019432","BP","GO:0019432","triglyceride biosynthetic process","1/1852","27/22026",0.906784865201827,1,0.848274532485059,"PES1",1
"GO:0033559","BP","GO:0033559","unsaturated fatty acid metabolic process","1/1852","27/22026",0.906784865201827,1,0.848274532485059,"AtCLO3",1
"GO:1903338","BP","GO:1903338","regulation of cell wall organization or biogenesis","2/1852","46/22026",0.908333596379345,1,0.848274532485059,"AtMYB85/FRB1",2
"GO:0006099","BP","GO:0006099","tricarboxylic acid cycle","2/1852","47/22026",0.914577738273494,1,0.848274532485059,"c-NAD-MDH1/ACO2",2
"GO:0009124","BP","GO:0009124","nucleoside monophosphate biosynthetic process","2/1852","47/22026",0.914577738273494,1,0.848274532485059,"UCK3/UKL5",2
"GO:0006730","BP","GO:0006730","one-carbon metabolic process","1/1852","28/22026",0.91463224143012,1,0.848274532485059,"EDA36",1
"GO:0009902","BP","GO:0009902","chloroplast relocation","1/1852","28/22026",0.91463224143012,1,0.848274532485059,"TREPH1",1
"GO:0032273","BP","GO:0032273","positive regulation of protein polymerization","1/1852","28/22026",0.91463224143012,1,0.848274532485059,"ATFH8",1
"GO:0046128","BP","GO:0046128","purine ribonucleoside metabolic process","1/1852","28/22026",0.91463224143012,1,0.848274532485059,"AT-RSH2",1
"GO:0051667","BP","GO:0051667","establishment of plastid localization","1/1852","28/22026",0.91463224143012,1,0.848274532485059,"TREPH1",1
"GO:0090056","BP","GO:0090056","regulation of chlorophyll metabolic process","1/1852","28/22026",0.91463224143012,1,0.848274532485059,"ATPUB44",1
"GO:2000241","BP","GO:2000241","regulation of reproductive process","25/1852","377/22026",0.914929777436903,1,0.848274532485059,"ATCOL5/AML2/DA1/EMB173/UGT87A2/PELPK1/AML5/BOA/ATBRI1/ATCDPK2/CBB3/AtRAV1/SEIPIN2/ATBZIP25/AtMYB108/ATUBC1/MRF1/ATWNK8/COR28/SHB1/CDF5/ATMYB96/ATFPF1/AtCML24/AGL68",25
"GO:0048440","BP","GO:0048440","carpel development","4/1852","81/22026",0.917612339216047,1,0.848274532485059,"DA1/CYP94B3/ANAC056/ANAC018",4
"GO:0045934","BP","GO:0045934","negative regulation of nucleobase-containing compound metabolic process","22/1852","338/22026",0.918378006920131,1,0.848274532485059,"APRR7/EMB173/anac081/AZF2/ATGRXS13/AtRAV1/DEAR4/MRF4/ATWRKY40/MAF1/ATWRKY6/HAT2/ABS2/COR28/DAG1/ATERF3/STZ/ATWRKY75/ATMYB86/ATOFP12/TIE1/AtMYB36",22
"GO:0006576","BP","GO:0006576","cellular biogenic amine metabolic process","3/1852","65/22026",0.919068040659281,1,0.848274532485059,"NA/ATHSPRO2/ATNAS3",3
"GO:0043624","BP","GO:0043624","cellular protein complex disassembly","3/1852","65/22026",0.919068040659281,1,0.848274532485059,"ADF2/ATPCAP1/AUXILIN-LIKE1",3
"GO:0000122","BP","GO:0000122","negative regulation of transcription by RNA polymerase II","2/1852","48/22026",0.920420619534464,1,0.848274532485059,"ATGRXS13/ATWRKY75",2
"GO:0046283","BP","GO:0046283","anthocyanin-containing compound metabolic process","2/1852","48/22026",0.920420619534464,1,0.848274532485059,"ATMYBL2/CIP7",2
"GO:0090501","BP","GO:0090501","RNA phosphodiester bond hydrolysis","2/1852","48/22026",0.920420619534464,1,0.848274532485059,"BFN1/AtBFN2",2
"GO:0043543","BP","GO:0043543","protein acylation","8/1852","143/22026",0.921464000374846,1,0.848274532485059,"NA/ARA-6/ATPCAP1/NA/PAT4/MCC1/NA/ARFA1D",8
"GO:0006284","BP","GO:0006284","base-excision repair","1/1852","29/22026",0.921819307930321,1,0.848274532485059,"NA",1
"GO:0019750","BP","GO:0019750","chloroplast localization","1/1852","29/22026",0.921819307930321,1,0.848274532485059,"TREPH1",1
"GO:0051204","BP","GO:0051204","protein insertion into mitochondrial membrane","1/1852","29/22026",0.921819307930321,1,0.848274532485059,"PAP2",1
"GO:0051644","BP","GO:0051644","plastid localization","1/1852","29/22026",0.921819307930321,1,0.848274532485059,"TREPH1",1
"GO:0010374","BP","GO:0010374","stomatal complex development","3/1852","66/22026",0.923950928511391,1,0.848274532485059,"AtMYB88/MAPKKK18/GDPDL3",3
"GO:0051302","BP","GO:0051302","regulation of cell division","3/1852","66/22026",0.923950928511391,1,0.848274532485059,"SKP2A/ANAC068/NA",3
"GO:0006497","BP","GO:0006497","protein lipidation","6/1852","114/22026",0.925069431512106,1,0.848274532485059,"NA/ARA-6/ATPCAP1/PAT4/NA/ARFA1D",6
"GO:0042158","BP","GO:0042158","lipoprotein biosynthetic process","6/1852","114/22026",0.925069431512106,1,0.848274532485059,"NA/ARA-6/ATPCAP1/PAT4/NA/ARFA1D",6
"GO:0009123","BP","GO:0009123","nucleoside monophosphate metabolic process","2/1852","49/22026",0.925885528033872,1,0.848274532485059,"UCK3/UKL5",2
"GO:0010675","BP","GO:0010675","regulation of cellular carbohydrate metabolic process","2/1852","49/22026",0.925885528033872,1,0.848274532485059,"QQS/GSL-OH",2
"GO:0017148","BP","GO:0017148","negative regulation of translation","2/1852","49/22026",0.925885528033872,1,0.848274532485059,"APUM5/ECT8",2
"GO:0040034","BP","GO:0040034","regulation of development, heterochronic","2/1852","49/22026",0.925885528033872,1,0.848274532485059,"A/N-InvC/A-PTF-1",2
"GO:0000045","BP","GO:0000045","autophagosome assembly","1/1852","30/22026",0.928401598320512,1,0.848274532485059,"NA",1
"GO:0007052","BP","GO:0007052","mitotic spindle organization","1/1852","30/22026",0.928401598320512,1,0.848274532485059,"AtCDC48B",1
"GO:0010022","BP","GO:0010022","meristem determinacy","1/1852","30/22026",0.928401598320512,1,0.848274532485059,"AGL68",1
"GO:0010091","BP","GO:0010091","trichome branching","1/1852","30/22026",0.928401598320512,1,0.848274532485059,"AtRLCK",1
"GO:0031060","BP","GO:0031060","regulation of histone methylation","1/1852","30/22026",0.928401598320512,1,0.848274532485059,"VIN3",1
"GO:0046460","BP","GO:0046460","neutral lipid biosynthetic process","1/1852","30/22026",0.928401598320512,1,0.848274532485059,"PES1",1
"GO:0046463","BP","GO:0046463","acylglycerol biosynthetic process","1/1852","30/22026",0.928401598320512,1,0.848274532485059,"PES1",1
"GO:0046653","BP","GO:0046653","tetrahydrofolate metabolic process","1/1852","30/22026",0.928401598320512,1,0.848274532485059,"EDA36",1
"GO:1901401","BP","GO:1901401","regulation of tetrapyrrole metabolic process","1/1852","30/22026",0.928401598320512,1,0.848274532485059,"ATPUB44",1
"GO:2000652","BP","GO:2000652","regulation of secondary cell wall biogenesis","1/1852","30/22026",0.928401598320512,1,0.848274532485059,"AtMYB85",1
"GO:0009060","BP","GO:0009060","aerobic respiration","4/1852","84/22026",0.930480159358972,1,0.848274532485059,"c-NAD-MDH1/NA/ATRBOHC/ACO2",4
"GO:0006892","BP","GO:0006892","post-Golgi vesicle-mediated transport","2/1852","50/22026",0.930994674769674,1,0.848274532485059,"BP80-3;1/ATVTI12",2
"GO:0045036","BP","GO:0045036","protein targeting to chloroplast","2/1852","50/22026",0.930994674769674,1,0.848274532485059,"ABA3/AtTic20-IV",2
"GO:0072596","BP","GO:0072596","establishment of protein localization to chloroplast","2/1852","50/22026",0.930994674769674,1,0.848274532485059,"ABA3/AtTic20-IV",2
"GO:1901568","BP","GO:1901568","fatty acid derivative metabolic process","2/1852","50/22026",0.930994674769674,1,0.848274532485059,"KCS1/ATMYB96",2
"GO:0000278","BP","GO:0000278","mitotic cell cycle","18/1852","289/22026",0.93179365864762,1,0.848274532485059,"pEARLI4/SMR7/ATVAMP722/SMR8/SIM/TUB8/ATCSLE1/ATCSLB03/TUB9/ATCSLD2/LGO/SMR4/PEARLI/AtCDC48B/ANY1/ATCESA3/CSI1/CESA6",18
"GO:0019216","BP","GO:0019216","regulation of lipid metabolic process","4/1852","85/22026",0.934347742796674,1,0.848274532485059,"DIV2/ATPUB44/ATMYB96/AtORM1",4
"GO:0008284","BP","GO:0008284","positive regulation of cell population proliferation","1/1852","31/22026",0.93442997802184,1,0.848274532485059,"GLV4",1
"GO:0017004","BP","GO:0017004","cytochrome complex assembly","1/1852","31/22026",0.93442997802184,1,0.848274532485059,"NA",1
"GO:1903008","BP","GO:1903008","organelle disassembly","1/1852","31/22026",0.93442997802184,1,0.848274532485059,"AtCDC48B",1
"GO:0042157","BP","GO:0042157","lipoprotein metabolic process","6/1852","117/22026",0.935414876170018,1,0.848274532485059,"NA/ARA-6/ATPCAP1/PAT4/NA/ARFA1D",6
"GO:0048532","BP","GO:0048532","anatomical structure arrangement","4/1852","86/22026",0.938019154871388,1,0.848274532485059,"AtMAX2/anac021/AtDWF4/ZPR3",4
"GO:0034248","BP","GO:0034248","regulation of cellular amide metabolic process","6/1852","118/22026",0.938570312409264,1,0.848274532485059,"APUM5/ATPK19/ECT8/CASP3/AtORM1/ATHSP101",6
"GO:2000113","BP","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","24/1852","375/22026",0.938819301135861,1,0.848274532485059,"APRR7/APUM5/EMB173/anac081/AZF2/ATGRXS13/AtRAV1/DEAR4/MRF4/ECT8/ATWRKY40/MAF1/ATWRKY6/HAT2/ABS2/COR28/DAG1/ATERF3/STZ/ATWRKY75/ATMYB86/ATOFP12/TIE1/AtMYB36",24
"GO:0046148","BP","GO:0046148","pigment biosynthetic process","8/1852","149/22026",0.93992262022121,1,0.848274532485059,"ATMYBL2/ATHO1/ATFLS5/UGT73B2/HPD/ATPUB44/CIP7/ATFC-I",8
"GO:0000460","BP","GO:0000460","maturation of 5.8S rRNA","1/1852","32/22026",0.939951036476196,1,0.848274532485059,"eIF6B",1
"GO:0034404","BP","GO:0034404","nucleobase-containing small molecule biosynthetic process","1/1852","32/22026",0.939951036476196,1,0.848274532485059,"ATNUDX25",1
"GO:1905037","BP","GO:1905037","autophagosome organization","1/1852","32/22026",0.939951036476196,1,0.848274532485059,"NA",1
"GO:0016144","BP","GO:0016144","S-glycoside biosynthetic process","2/1852","52/22026",0.940229245550896,1,0.848274532485059,"GSL-OH/ATECS1",2
"GO:0019758","BP","GO:0019758","glycosinolate biosynthetic process","2/1852","52/22026",0.940229245550896,1,0.848274532485059,"GSL-OH/ATECS1",2
"GO:0019761","BP","GO:0019761","glucosinolate biosynthetic process","2/1852","52/22026",0.940229245550896,1,0.848274532485059,"GSL-OH/ATECS1",2
"GO:0072598","BP","GO:0072598","protein localization to chloroplast","2/1852","52/22026",0.940229245550896,1,0.848274532485059,"ABA3/AtTic20-IV",2
"GO:0010558","BP","GO:0010558","negative regulation of macromolecule biosynthetic process","24/1852","377/22026",0.942355538403167,1,0.848274532485059,"APRR7/APUM5/EMB173/anac081/AZF2/ATGRXS13/AtRAV1/DEAR4/MRF4/ECT8/ATWRKY40/MAF1/ATWRKY6/HAT2/ABS2/COR28/DAG1/ATERF3/STZ/ATWRKY75/ATMYB86/ATOFP12/TIE1/AtMYB36",24
"GO:0000911","BP","GO:0000911","cytokinesis by cell plate formation","3/1852","71/22026",0.944548646800608,1,0.848274532485059,"ATVAMP722/NA/AtMYB88",3
"GO:0006779","BP","GO:0006779","porphyrin-containing compound biosynthetic process","3/1852","71/22026",0.944548646800608,1,0.848274532485059,"ATPUB44/CIP7/ATFC-I",3
"GO:0002218","BP","GO:0002218","activation of innate immune response","1/1852","33/22026",0.945007446426459,1,0.848274532485059,"NA",1
"GO:0030705","BP","GO:0030705","cytoskeleton-dependent intracellular transport","1/1852","33/22026",0.945007446426459,1,0.848274532485059,"ATMYA2",1
"GO:0042147","BP","GO:0042147","retrograde transport, endosome to Golgi","1/1852","33/22026",0.945007446426459,1,0.848274532485059,"ATVTI12",1
"GO:0080022","BP","GO:0080022","primary root development","1/1852","33/22026",0.945007446426459,1,0.848274532485059,"ATBETAFRUCT4",1
"GO:0090151","BP","GO:0090151","establishment of protein localization to mitochondrial membrane","1/1852","33/22026",0.945007446426459,1,0.848274532485059,"PAP2",1
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","1/1852","33/22026",0.945007446426459,1,0.848274532485059,"AtCDC48B",1
"GO:0034655","BP","GO:0034655","nucleobase-containing compound catabolic process","9/1852","166/22026",0.945091883307009,1,0.848274532485059,"APUM5/BFN1/ECT8/GSDA/AtPAT1H2/NA/AtBFN2/NA/ATNUDX25",9
"GO:0032270","BP","GO:0032270","positive regulation of cellular protein metabolic process","8/1852","151/22026",0.945166188788964,1,0.848274532485059,"ATCHIP/ATPK19/NA/MIEL1/NA/DDA1/VIN3/ATHSP101",8
"GO:0048232","BP","GO:0048232","male gamete generation","3/1852","72/22026",0.947989930763513,1,0.848274532485059,"COPT1/ATGPAT1/DROP1",3
"GO:0007017","BP","GO:0007017","microtubule-based process","14/1852","241/22026",0.949187398149,1,0.848274532485059,"ATPCAP1/TUB8/NA/Kin7.4/MAP18/CML16/TUB9/NA/NA/NA/AtCDC48B/BPP2/CSI1/CESA6",14
