ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
261111_at	1	1.00	9.38e-14	-7.735775	4.44e-16	BLH11	BEL1-like homeodomain 11
261137_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G19830	SAUR-like auxin-responsive protein
261142_at	1	1.00	9.38e-14	-7.735775	4.44e-16	CNGC8	cyclic nucleotide gated channel 8
261150_at	1	1.00	9.38e-14	-7.735775	4.44e-16	JMT	jasmonic acid carboxyl methyltransferase
261158_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G34500	putative long-chain-alcohol O-fatty-acyltransferase 9
261163_x_at	1	1.00	9.38e-14	-7.735775	4.44e-16	ARF21	auxin response factor 21
261169_at	1	1.00	9.38e-14	-7.735775	4.44e-16	SPS3F	sucrose-phosphate synthase
261171_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G04880	high mobility group B protein 15
261180_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G34590	pseudo
261182_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G34575	FAD-binding and BBE domain-containing protein
261184_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G34545	pseudo
261185_at	1	1.00	9.38e-14	-7.735775	4.44e-16	CYP94D1	cytochrome P450, family 94, subfamily D, polypeptide 1
261186_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G34530	pseudo
261188_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G33000	pseudo
261214_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G34620	pseudo
261234_x_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G32830	pseudo
261236_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G32880	armadillo/beta-catenin-like repeats-containing protein
261237_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G32980	Subtilisin-like serine endopeptidase family protein
261244_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G20150	subtilisin-like serine endopeptidase family protein
261245_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G20135	GDSL-like lipase/acylhydrolase-like protein
261246_at	1	1.00	9.38e-14	-7.735775	4.44e-16	SYTB	synaptotagmin-2
261251_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G05920	hypothetical protein
261260_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G26680	transcriptional factor B3 family protein
261263_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G26790	Dof-type zinc finger DNA-binding family protein
261264_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G26710	hypothetical protein
261271_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G26795	self-incompatibility protein S1-like protein
261274_at	1	1.00	9.38e-14	-7.735775	4.44e-16	MYB117	myb-domain transcription factor LOF1
261278_at	1	1.00	9.38e-14	-7.735775	4.44e-16	DGL	galactolipase DONGLE
261282_at	1	1.00	9.38e-14	-7.735775	4.44e-16	PUM10	protein pumilio 10
261283_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35770	pseudo
261284_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35790	pseudo
261287_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G37020	cysteine proteinase-like protein
261288_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G37010	hypothetical protein
261289_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G37000	beta-galactosidase related protein
261291_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G36970	hypothetical protein
261313_at	1	1.00	9.38e-14	-7.735775	4.44e-16	DD11	protein downregulated in DIF1 11
261321_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G44740	hypothetical protein
261332_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G44840	pseudo
261340_at	1	1.00	9.38e-14	-7.735775	4.44e-16	PUM9	protein pumilio 9
261359_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G41900	pseudo
261361_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G41930	pseudo
261367_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G53080	legume lectin-like protein
261372_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G53010	putative RING-H2 finger protein ATL19
261389_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35050	pseudo
261391_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35030	hypothetical protein
261392_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G79780	hypothetical protein
261396_at	1	1.00	9.38e-14	-7.735775	4.44e-16	ENODL7	early nodulin-like protein 7
261414_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G07795	hypothetical protein
261430_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G18830	transport protein SEC31-like protein SEC31B
261432_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G07680	hypothetical protein
261442_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G28375	hypothetical protein
261461_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G07860	putative protein kinase
261462_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G07850	hypothetical protein
261468_s_at	1	1.00	-9.38e-14	-7.735775	-4.44e-16	AT1G28500///AT1G27860	hypothetical protein///hypothetical protein
261472_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G14470	pentatricopeptide repeat-containing protein
261475_at	1	1.00	6.15e-14	-7.735775	8.88e-16	AT1G14550	peroxidase 5
261478_at	1	1.00	9.38e-14	-7.735775	4.44e-16	MIOX1	inositol oxygenase 1
261503_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G71691	GDSL esterase/lipase
261511_at	1	1.00	9.38e-14	-7.735775	4.44e-16	PAB5	polyadenylate-binding protein 5
261528_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT59	putative pectate lyase 3
261529_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G14430	glyoxal oxidase-related protein
261532_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G71680	transmembrane amino acid transporter family protein
261533_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G71690	hypothetical protein
261541_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G63600	receptor-like protein kinase-related family protein
261542_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G63560	receptor-like protein kinase-related family protein
261543_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G63550	Receptor-like protein kinase-related family protein
261544_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G63540	hydroxyproline-rich glycoprotein-like protein
261546_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G63520	hypothetical protein
261565_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G33220	putative beta-1,3-glucanase
261571_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G01150	homeodomain-like protein with RING/FYVE/PHD-type zinc finger domain
261587_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G01660	putative U-box domain-containing protein 55
261590_at	1	1.00	9.38e-14	-7.735775	4.44e-16	ROPGEF2	Rop guanine nucleotide exchange factor 2
261595_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G33070	MADS box-containing protein
261619_x_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G33130	pseudo
261623_at	1	1.00	9.38e-14	-7.735775	4.44e-16	ATSEC1A	reticuline oxidase-like family protein
261630_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G50080	hypothetical protein
261645_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G27790	pseudo
261670_at	1	1.00	9.38e-14	-7.735775	4.44e-16	TET11	tetraspanin11
261678_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47370	Toll-Interleukin-Resistance domain-containing protein
261679_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47360	pseudo
261680_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47350	F-box associated ubiquitination effector family protein
261683_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47300	F-box protein
261687_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47280	hypothetical protein
261699_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G32660	putative F-box protein
261703_at	1	1.00	9.38e-14	-7.735775	4.44e-16	NAC012	NAC Domain transcription factor SND1
261705_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G32670	hypothetical protein
261707_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G32650	hypothetical protein
261712_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G32780	GroES-like zinc-binding dehydrogenase family protein
261714_at	1	1.00	9.38e-14	-7.735775	4.44e-16	TET16	tetraspanin 16
261716_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G18410	kinesin motor domain-containing protein
261730_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47816	pseudo
261731_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47786///AT1G47780	estrase/lipase domain-containing protein///alpha/beta-Hydrolases superfamily protein
261734_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47790	putative F-box protein
261735_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47765	putative F-box protein
261736_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47810	F-box protein
261737_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47885	ribonuclease inhibitor
261759_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G15590	hypothetical protein
261760_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G15600	hypothetical protein
261764_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G15530	L-type lectin-domain containing receptor kinase S.1
261777_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G76210	hypothetical protein
261786_at	1	1.00	9.38e-14	-7.735775	4.44e-16	CNGC7	cyclic nucleotide gated channel 7
261807_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G30515	hypothetical protein
261829_at	1	1.00	9.38e-14	-7.735775	4.44e-16	PGP10	ABC transporter B family member 10
261830_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G10620	putative proline-rich receptor-like protein kinase PERK11
261840_at	1	1.00	9.38e-14	-7.735775	4.44e-16	TLP8	Tubby-like protein 8
261847_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G11560	probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3A
261848_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G11590	probable pectinesterase/pectinesterase inhibitor 19
261849_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G11370	putative pectinesterase 56
261856_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G50530	hypothetical protein
261869_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G11470	Pentatricopeptide repeat (PPR) superfamily protein
261875_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G50610	probably inactive leucine-rich repeat receptor-like protein kinase
261903_at	1	1.00	9.38e-14	-7.735775	4.44e-16	CMT1	chromomethylase 1
261908_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G50650	stigma-specific stig1-like protein
261913_at	1	1.00	9.38e-14	-7.735775	4.44e-16	FMO GS-OX1	flavin-containing monooxygenase FMO GS-OX1
261914_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G65870	dirigent protein 21
261915_at	1	1.00	9.38e-14	-7.735775	4.44e-16	BZO1	benzoate-CoA ligase
261918_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G65940	pseudo
261922_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AAE12	acyl activating enzyme 12
261928_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G22480	plastocyanin-like domain-containing protein
261932_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G22420	hydroxyproline-rich glycoprotein family protein
261936_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G22600	Late embryogenesis abundant protein (LEA) family protein
261943_at	1	1.00	9.38e-14	-7.735775	4.44e-16	HA9	H(+)-ATPase 9
261961_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G36510	nucleic acid-binding domain-containing protein
261962_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G36480	pseudo
261964_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G36600	pseudo
261965_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G36560	pseudo
261966_x_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G36470	pseudo
261967_at	1	1.00	-9.38e-14	-7.735775	-4.44e-16	AT1G36440	pseudo
261971_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G65990	type 2 peroxiredoxin-related / thiol specific antioxidant / mal allergen family protein
261977_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G37057	pseudo
261978_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G37060	pseudo
261983_at	1	1.00	-9.38e-14	-7.735775	-4.44e-16	AT1G33770	protein kinase family protein
261996_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G33830	P-loop containing nucleoside triphosphate hydrolases superfamily protein
262009_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35610	cysteine/histidine-rich C1 domain-containing protein
262011_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35614	hypothetical protein
262012_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35630///AT1G35625	protease-associated and C3HC4-type RING finger domain-containing protein///RING/U-box domain-containing protein
262013_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35640	pseudo
262015_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35663	pseudo
262016_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35513	pseudo
262018_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35617	hypothetical protein
262020_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35647	pseudo
262022_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35490	bZIP family transcription factor
262023_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35500	hypothetical protein
262027_at	1	1.00	9.38e-14	-7.735775	4.44e-16	HOS10	R2R3-type MYB transcription factor
262030_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G37170	pseudo
262031_x_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G37160	pseudo
262034_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G37080	pseudo
262035_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G37110	pseudo
262036_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35530	helicase FANCM
262037_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G35570	pseudo
262046_at	1	1.00	9.38e-14	-7.735775	4.44e-16	OFP14	ovate family protein 14
262069_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G80090	SNF1-related protein kinase regulatory subunit gamma-like PV42b
262083_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G56100	plant invertase/pectin methylesterase inhibitor superfamily protein
262087_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G56030	putative ubiquitin-protein ligase
262091_at	1	1.00	9.38e-14	-7.735775	4.44e-16	MYB72	R2R3 transcription factor MYB72
262100_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G59550///AT4G14250	pseudo///UBX domain-containing pseudogene
262101_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G59535	hypothetical protein
262102_at	1	1.00	9.38e-14	-7.735775	4.44e-16	CUL2	cullin 2
262115_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G02813	hypothetical protein
262121_at	1	1.00	9.38e-14	-7.735775	4.44e-16	CEL2	endoglucanase 1
262122_at	1	1.00	9.38e-14	-7.735775	4.44e-16	PGA4	polygalacturonase 4
262123_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G59630	F-box associated ubiquitination effector family protein
262132_at	1	1.00	-9.38e-14	-7.735775	-4.44e-16	AT1G02830	large subunit ribosomal protein L22e
262139_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G52610	pseudo
262141_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G52460///AT1G52440	alpha/beta-Hydrolases superfamily protein///alpha/beta-hydrolase-like protein
262147_at	1	1.00	2.82e-13	-7.735775	1.33e-15	PLDALPHA2	phospholipase D alpha 2
262149_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G52530	Hus1 domain-containing protein
262167_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G74990	RING/U-box domain-containing protein
262179_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AGL66	protein agamous-like 66
262185_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AGL67	protein agamous-like 67
262190_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G78030	hypothetical protein
262191_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G77820	pseudo
262192_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G77830	RING/U-box domain-containing protein
262196_at	1	1.00	9.38e-14	-7.735775	4.44e-16	MUB5	membrane-anchored ubiquitin-fold protein 5
262240_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G48220	protein kinase family prtein
262243_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G48290	pseudo
262256_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G53810	pseudo
262257_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G53860	remorin-like protein
262265_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G42460	pseudo
262266_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G42450	pseudo
262267_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G42420	pseudo
262269_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G42400	pseudo
262270_x_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G42375	pseudo
262271_x_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G42360	pseudo
262278_at	1	1.00	9.38e-14	-7.735775	4.44e-16	PAN	transcription factor PERIANTHIA
262279_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G68630	PLAC8 family protein
262282_at	1	1.00	9.38e-14	-7.735775	4.44e-16	PCR11	cadmium resistance protein 11
262290_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G70985	hydroxyproline-rich glycoprotein family protein
262300_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G70870	putative NAD(P)H-dependent hydroxypyruvate reductase 2
262301_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G70880	SRPBCC domain-containing protein
262311_at	1	1.00	9.38e-14	-7.735775	4.44e-16	HB18	homeobox-leucine zipper protein ATHB-18
262320_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G27550	F-box family protein
262321_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G27570	phosphatidylinositol 3- and 4-kinase-like protein
262327_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G64130	polyketide cyclase/dehydrase and lipid transport superfamily protein
262328_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G64100	pentatricopeptide repeat-containing protein
262330_at	1	1.00	9.38e-14	-7.735775	4.44e-16	RLM1	TIR-NBS-LRR class disease resistance protein
262335_at	1	1.00	9.38e-14	-7.735775	4.44e-16	SPO11-2	meiotic recombination protein SPO11-2
262337_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G64260	MuDR family transposase
262352_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G64250	pseudo
262353_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G64210	putative inactive receptor-like protein kinase
262358_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G73050	Glucose-methanol-choline (GMC) oxidoreductase family protein
262359_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G73066	Leucine-rich repeat family protein
262364_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G72860	TIR-NBS-LRR class disease resistance protein
262385_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G72960	Root hair defective 3 GTP-binding protein (RHD3)
262386_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G49370	pseudo
262393_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G49490	Leucine-rich repeat family protein
262404_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G34660	pseudo
262405_at	1	1.00	9.38e-14	-7.735775	4.44e-16	HDG10	homeodomain GLABROUS 10
262409_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G34842	pseudo
262423_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G23450	pentatricopeptide repeat-containing protein
262424_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47680	hypothetical protein
262425_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47660	hypothetical protein
262429_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47520	pseudo
262435_at	1	1.00	9.38e-14	-7.735775	4.44e-16	CYP96A8	cytochrome P450, family 96, subfamily A, polypeptide 8
262437_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47465	pseudo
262439_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47730	putative F-box protein
262445_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G47485	hypothetical protein
262460_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G50390///AT1G06030	pfkB-like carbohydrate kinase family protein///probable fructokinase-2
262462_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G50350	hypothetical protein
262472_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G50160	hypothetical protein
262475_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G50340	plant invertase/pectin methylesterase inhibitor superfamily protein
262520_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G17150	pectin lyase-like protein
262527_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G17010	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
262535_at	1	1.00	9.38e-14	-7.735775	4.44e-16	TPS3	trehalose-6-phosphatase synthase S3
262541_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G34240	pseudo
262545_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G31250	proline-rich family protein
262546_at	1	1.00	9.38e-14	-7.735775	4.44e-16	ZIP10	putative zinc transporter 10
262547_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G31270	hypothetical protein
262554_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G31380	TRAF-like family protein
262555_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G31400	TRAF-like family protein
262595_at	1	1.00	9.38e-14	-7.735775	4.44e-16	SHN1	ethylene-responsive transcription factor WIN1
262606_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G15190	fasciclin-like arabinogalactan protein 19
262620_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G06540	hypothetical protein
262642_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G62690	hypothetical protein
262652_at	1	1.00	9.38e-14	-7.735775	4.44e-16	FUT9	fucosyltransferase 9
262670_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	HAB1///AT2G30740	protein phosphatase 2C 16///PTI1-like tyrosine-protein kinase 2
262674_at	1	1.00	9.38e-14	-7.735775	4.44e-16	EXL4	extracellular lipase 4
262675_at	1	1.00	9.38e-14	-7.735775	4.44e-16	EXL6	GDSL esterase/lipase EXL6
262681_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G75890	GDSL esterase/lipase EXL2
262689_at	1	1.00	9.38e-14	-7.735775	4.44e-16	ANAC026	NAC domain containing protein 26
262690_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G62720	pentatricopeptide repeat-containing protein
262697_at	1	1.00	9.38e-14	-7.735775	4.44e-16	ATA27	beta-glucosidase 20
262704_at	1	1.00	9.38e-14	-7.735775	4.44e-16	ASL9	ASYMMETRIC LEAVES 2-like 9
262718_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G43570	pseudo
262720_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G43610///AT1G43600	Haloacid dehalogenase-like hydrolase superfamily protein///Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
262723_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G43630	hypothetical protein
262735_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G28630	hypothetical protein
262740_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G28590	GDSL esterase/lipase
262742_at	1	1.00	9.38e-14	-7.735775	4.44e-16	RABA1i	ras-related protein RABA1i
262757_at	1	1.00	9.38e-14	-7.735775	4.44e-16	ATCHX1	cation/H(+) antiporter 1
262763_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G28690	pentatricopeptide repeat-containing protein
262765_at	1	1.00	9.38e-14	-7.735775	4.44e-16	CYP86C4	cytochrome P450, family 86, subfamily C, polypeptide 4
262771_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G13200	F-box and associated interaction domains-containing protein
262779_at	1	1.00	9.38e-14	-7.735775	4.44e-16	CYP71B27	pseudo
262799_at	1	1.00	0.00	-7.735775	0.00	AT1G20970	hypothetical protein
262815_at	1	1.00	9.38e-14	-7.735775	4.44e-16	CYP71A18	cytochrome P450 71A18
262828_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G14950	polyketide cyclase/dehydrase and lipid transport superfamily protein
262834_at	1	1.00	9.38e-14	-7.735775	4.44e-16	MAP65-7	microtubule-associated protein 65-7
262836_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G14680	hypothetical protein
262857_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G14930	polyketide cyclase/dehydrase and lipid transport superfamily protein
262861_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G64820	MATE efflux family protein
262893_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G59790	putative cullin-like protein 2
262895_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G59800	cullin-like protein 3
262903_at	1	1.00	0.00	-7.735775	0.00	AT1G59950	putative aldo/keto reductase
262904_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G59725	putative DNAJ heat shock protein
262927_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G65810	P-loop containing nucleoside triphosphate hydrolases superfamily protein
262936_at	1	1.00	1.88e-13	-7.735775	8.88e-16	CHX2	cation/H(+) antiporter 2
262949_at	1	1.00	9.38e-14	-7.735775	4.44e-16	sks18	SKU5 similar 18 protein
262983_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G54550	F-box protein
262989_at	1	1.00	9.38e-14	-7.735775	4.44e-16	INO	axial regulator YABBY 4
262993_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G54230	winged helix-turn-helix transcription repressor DNA-binding protein
262994_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G54420	hypothetical protein
262995_s_at	1	1.00	9.38e-14	-7.735775	4.44e-16	AT1G54430	pseudo
262997_at	1	1.00	9.38e-14	-7.735775	4.44e-16	RPP27	resistance to Peronospora parasitica 27
