ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
261472_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G14470	pentatricopeptide repeat-containing protein
261478_at	1	1.00	7.69e-14	-7.29982	4.44e-16	MIOX1	inositol oxygenase 1
261496_at	1	1.00	7.69e-14	-7.29982	4.44e-16	ERF12	ethylene-responsive transcription factor 12
261503_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G71691	GDSL esterase/lipase
261511_at	1	1.00	7.69e-14	-7.29982	4.44e-16	PAB5	polyadenylate-binding protein 5
261529_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G14430	glyoxal oxidase-related protein
261541_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G63600	receptor-like protein kinase-related family protein
261542_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G63560	receptor-like protein kinase-related family protein
261544_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G63540	hydroxyproline-rich glycoprotein-like protein
261546_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G63520	hypothetical protein
261565_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G33220	putative beta-1,3-glucanase
261571_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G01150	homeodomain-like protein with RING/FYVE/PHD-type zinc finger domain
261590_at	1	1.00	7.69e-14	-7.29982	4.44e-16	ROPGEF2	Rop guanine nucleotide exchange factor 2
261595_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G33070	MADS box-containing protein
261619_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G33130	pseudo
261623_at	1	1.00	7.69e-14	-7.29982	4.44e-16	ATSEC1A	reticuline oxidase-like family protein
261645_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G27790	pseudo
261670_at	1	1.00	7.69e-14	-7.29982	4.44e-16	TET11	tetraspanin11
261678_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47370	Toll-Interleukin-Resistance domain-containing protein
261679_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47360	pseudo
261683_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47300	F-box protein
261687_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47280	hypothetical protein
261699_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G32660	putative F-box protein
261703_at	1	1.00	7.69e-14	-7.29982	4.44e-16	NAC012	NAC Domain transcription factor SND1
261705_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G32670	hypothetical protein
261707_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G32650	hypothetical protein
261712_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G32780	GroES-like zinc-binding dehydrogenase family protein
261714_at	1	1.00	7.69e-14	-7.29982	4.44e-16	TET16	tetraspanin 16
261716_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G18410	kinesin motor domain-containing protein
261730_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47816	pseudo
261731_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47786///AT1G47780	estrase/lipase domain-containing protein///alpha/beta-Hydrolases superfamily protein
261734_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47790	putative F-box protein
261735_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47765	putative F-box protein
261736_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47810	F-box protein
261737_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47885	ribonuclease inhibitor
261752_at	1	1.00	0.00	-7.29982	0.00	AT1G76290	AMP-dependent synthetase and ligase family protein
261759_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G15590	hypothetical protein
261760_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G15600	hypothetical protein
261764_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G15530	L-type lectin-domain containing receptor kinase S.1
261786_at	1	1.00	7.69e-14	-7.29982	4.44e-16	CNGC7	cyclic nucleotide gated channel 7
261797_at	1	1.00	-7.69e-14	-7.29982	-4.44e-16	AT1G30455	cyclin/Brf1-like TBP-binding domain-containing protein
261799_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G30473	heavy-metal-associated domain-containing protein
261812_at	1	1.00	1.54e-13	-7.29982	8.88e-16	AT1G08270	hypothetical protein
261816_at	1	1.00	7.69e-14	-7.29982	4.44e-16	CHX6B	cation/H+ exchanger 6B
261829_at	1	1.00	7.69e-14	-7.29982	4.44e-16	PGP10	ABC transporter B family member 10
261830_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G10620	putative proline-rich receptor-like protein kinase PERK11
261840_at	1	1.00	7.69e-14	-7.29982	4.44e-16	TLP8	Tubby-like protein 8
261847_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G11560	probable dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3A
261848_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G11590	probable pectinesterase/pectinesterase inhibitor 19
261849_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G11370	putative pectinesterase 56
261869_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G11470	Pentatricopeptide repeat (PPR) superfamily protein
261875_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G50610	probably inactive leucine-rich repeat receptor-like protein kinase
261903_at	1	1.00	7.69e-14	-7.29982	4.44e-16	CMT1	chromomethylase 1
261908_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G50650	stigma-specific stig1-like protein
261915_at	1	1.00	7.69e-14	-7.29982	4.44e-16	BZO1	benzoate-CoA ligase
261918_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G65940	pseudo
261922_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AAE12	acyl activating enzyme 12
261932_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G22420	hydroxyproline-rich glycoprotein family protein
261936_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G22600	Late embryogenesis abundant protein (LEA) family protein
261943_at	1	1.00	7.69e-14	-7.29982	4.44e-16	HA9	H(+)-ATPase 9
261960_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G36550	pseudo
261964_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G36600	pseudo
261965_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G36560	pseudo
261966_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G36470	pseudo
261967_at	1	1.00	-7.69e-14	-7.29982	-4.44e-16	AT1G36440	pseudo
261977_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G37057	pseudo
261978_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G37060	pseudo
261996_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G33830	P-loop containing nucleoside triphosphate hydrolases superfamily protein
262004_at	1	1.00	7.69e-14	-7.29982	4.44e-16	CBL8	calcineurin B-like protein 8
262009_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G35610	cysteine/histidine-rich C1 domain-containing protein
262011_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G35614	hypothetical protein
262013_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G35640	pseudo
262016_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G35513	pseudo
262019_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G35650	pseudo
262020_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G35647	pseudo
262022_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G35490	bZIP family transcription factor
262030_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G37170	pseudo
262031_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G37160	pseudo
262034_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G37080	pseudo
262035_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G37110	pseudo
262036_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G35530	helicase FANCM
262042_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G80140	pectin lyase-like protein
262046_at	1	1.00	7.69e-14	-7.29982	4.44e-16	OFP14	ovate family protein 14
262069_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G80090	SNF1-related protein kinase regulatory subunit gamma-like PV42b
262074_at	1	1.00	7.69e-14	-7.29982	4.44e-16	GSTU15	glutathione S-transferase TAU 15
262083_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G56100	plant invertase/pectin methylesterase inhibitor superfamily protein
262087_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G56030	putative ubiquitin-protein ligase
262091_at	1	1.00	7.69e-14	-7.29982	4.44e-16	MYB72	R2R3 transcription factor MYB72
262101_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G59535	hypothetical protein
262115_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G02813	hypothetical protein
262121_at	1	1.00	7.69e-14	-7.29982	4.44e-16	CEL2	endoglucanase 1
262123_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G59630	F-box associated ubiquitination effector family protein
262125_at	1	1.00	7.69e-14	-7.29982	4.44e-16	EDA1	protein embryo sac development arrest 1
262132_at	1	1.00	-7.69e-14	-7.29982	-4.44e-16	AT1G02830	large subunit ribosomal protein L22e
262139_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G52610	pseudo
262141_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G52460///AT1G52440	alpha/beta-Hydrolases superfamily protein///alpha/beta-hydrolase-like protein
262147_at	1	1.00	2.31e-13	-7.29982	1.33e-15	PLDALPHA2	phospholipase D alpha 2
262149_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G52530	Hus1 domain-containing protein
262154_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G52700	alpha/beta-Hydrolases superfamily protein
262167_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G74990	RING/U-box domain-containing protein
262184_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G77910	hypothetical protein
262185_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AGL67	protein agamous-like 67
262190_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G78030	hypothetical protein
262191_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G77820	pseudo
262192_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G77830	RING/U-box domain-containing protein
262196_at	1	1.00	7.69e-14	-7.29982	4.44e-16	MUB5	membrane-anchored ubiquitin-fold protein 5
262214_at	1	1.00	-7.69e-14	-7.29982	-4.44e-16	AT1G74820	RmlC-like cupins superfamily protein
262240_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G48220	protein kinase family prtein
262243_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G48290	pseudo
262252_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G53820	RING-H2 finger protein ATL60
262256_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G53810	pseudo
262257_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G53860	remorin-like protein
262265_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G42460	pseudo
262267_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G42420	pseudo
262269_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G42400	pseudo
262270_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G42375	pseudo
262271_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G42360	pseudo
262278_at	1	1.00	7.69e-14	-7.29982	4.44e-16	PAN	transcription factor PERIANTHIA
262282_at	1	1.00	7.69e-14	-7.29982	4.44e-16	PCR11	cadmium resistance protein 11
262290_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G70985	hydroxyproline-rich glycoprotein family protein
262302_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G70910	RING/U-box domain-containing protein
262320_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G27550	F-box family protein
262321_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G27570	phosphatidylinositol 3- and 4-kinase-like protein
262327_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G64130	polyketide cyclase/dehydrase and lipid transport superfamily protein
262328_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G64100	pentatricopeptide repeat-containing protein
262332_at	1	1.00	7.69e-14	-7.29982	4.44e-16	SRP3	serpin 3
262335_at	1	1.00	7.69e-14	-7.29982	4.44e-16	SPO11-2	meiotic recombination protein SPO11-2
262337_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G64260	MuDR family transposase
262352_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G64250	pseudo
262353_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G64210	putative inactive receptor-like protein kinase
262358_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G73050	Glucose-methanol-choline (GMC) oxidoreductase family protein
262359_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G73066	Leucine-rich repeat family protein
262364_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G72860	TIR-NBS-LRR class disease resistance protein
262385_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G72960	Root hair defective 3 GTP-binding protein (RHD3)
262386_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G49370	pseudo
262393_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G49490	Leucine-rich repeat family protein
262404_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G34660	pseudo
262405_at	1	1.00	7.69e-14	-7.29982	4.44e-16	HDG10	homeodomain GLABROUS 10
262409_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G34842	pseudo
262423_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G23450	pentatricopeptide repeat-containing protein
262424_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47680	hypothetical protein
262425_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47660	hypothetical protein
262431_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47540	defensin-like protein 192
262435_at	1	1.00	7.69e-14	-7.29982	4.44e-16	CYP96A8	cytochrome P450, family 96, subfamily A, polypeptide 8
262437_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47465	pseudo
262439_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47730	putative F-box protein
262445_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G47485	hypothetical protein
262460_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G50390///AT1G06030	pfkB-like carbohydrate kinase family protein///probable fructokinase-2
262462_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G50350	hypothetical protein
262472_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G50160	hypothetical protein
262520_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G17150	pectin lyase-like protein
262527_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G17010	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
262535_at	1	1.00	7.69e-14	-7.29982	4.44e-16	TPS3	trehalose-6-phosphatase synthase S3
262541_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G34240	pseudo
262545_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G31250	proline-rich family protein
262546_at	1	1.00	7.69e-14	-7.29982	4.44e-16	ZIP10	putative zinc transporter 10
262547_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G31270	hypothetical protein
262554_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G31380	TRAF-like family protein
262555_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G31400	TRAF-like family protein
262556_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G31370	ubiquitin-specific protease family C19-related protein
262585_at	1	1.00	0.00	-7.29982	0.00	BOR4	boron transporter 4
262595_at	1	1.00	7.69e-14	-7.29982	4.44e-16	SHN1	ethylene-responsive transcription factor WIN1
262606_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G15190	fasciclin-like arabinogalactan protein 19
262620_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G06540	hypothetical protein
262652_at	1	1.00	7.69e-14	-7.29982	4.44e-16	FUT9	fucosyltransferase 9
262670_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	HAB1///AT2G30740	protein phosphatase 2C 16///PTI1-like tyrosine-protein kinase 2
262675_at	1	1.00	7.69e-14	-7.29982	4.44e-16	EXL6	GDSL esterase/lipase EXL6
262681_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G75890	GDSL esterase/lipase EXL2
262690_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G62720	pentatricopeptide repeat-containing protein
262704_at	1	1.00	7.69e-14	-7.29982	4.44e-16	ASL9	ASYMMETRIC LEAVES 2-like 9
262715_at	1	1.00	7.69e-14	-7.29982	4.44e-16	MYB58	myb domain protein 58
262718_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G43570	pseudo
262720_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G43610///AT1G43600	Haloacid dehalogenase-like hydrolase superfamily protein///Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
262726_at	1	1.00	7.69e-14	-7.29982	4.44e-16	TLP5	tubby like protein 5
262735_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G28630	hypothetical protein
262740_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G28590	GDSL esterase/lipase
262742_at	1	1.00	7.69e-14	-7.29982	4.44e-16	RABA1i	ras-related protein RABA1i
262757_at	1	1.00	7.69e-14	-7.29982	4.44e-16	ATCHX1	cation/H(+) antiporter 1
262763_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G28690	pentatricopeptide repeat-containing protein
262765_at	1	1.00	7.69e-14	-7.29982	4.44e-16	CYP86C4	cytochrome P450, family 86, subfamily C, polypeptide 4
262774_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G13230	leucine-rich repeat protein pii-2
262779_at	1	1.00	7.69e-14	-7.29982	4.44e-16	CYP71B27	pseudo
262795_at	1	1.00	1.54e-13	-7.29982	8.88e-16	AT1G13130	Cellulase (glycosyl hydrolase family 5) protein
262807_at	1	1.00	-7.69e-14	-7.29982	-4.44e-16	AT1G11740	ankyrin repeat family protein
262828_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G14950	polyketide cyclase/dehydrase and lipid transport superfamily protein
262834_at	1	1.00	7.69e-14	-7.29982	4.44e-16	MAP65-7	microtubule-associated protein 65-7
262858_at	1	1.00	0.00	-7.29982	0.00	AT1G14940	polyketide cyclase/dehydrase and lipid transport superfamily protein
262861_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G64820	MATE efflux family protein
262886_at	1	1.00	-1.54e-13	-7.29982	-8.88e-16	KNATM	protein KNATM
262889_at	1	1.00	0.00	-7.29982	0.00	AT1G14800	Nucleic acid-binding, OB-fold-like protein
262893_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G59790	putative cullin-like protein 2
262895_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G59800	cullin-like protein 3
262904_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G59725	putative DNAJ heat shock protein
262917_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G64800	DNA binding / transcription factor
262927_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G65810	P-loop containing nucleoside triphosphate hydrolases superfamily protein
262968_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G75720	hypothetical protein
262972_at	1	1.00	-2.78e-14	-7.29982	-4.44e-16	AT1G75620	glyoxal oxidase-related protein
262973_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G75600	histone H3-like 3
262983_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G54550	F-box protein
262989_at	1	1.00	7.69e-14	-7.29982	4.44e-16	INO	axial regulator YABBY 4
262991_at	1	1.00	7.69e-14	-7.29982	4.44e-16	BRX-LIKE3	BREVIS RADIX-like 3
262994_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G54420	hypothetical protein
262995_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G54430	pseudo
262997_at	1	1.00	7.69e-14	-7.29982	4.44e-16	RPP27	resistance to Peronospora parasitica 27
262998_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G54280	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
262999_at	1	1.00	7.69e-14	-7.29982	4.44e-16	NAC020	NAC domain containing protein 20
263006_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G54240	winged-helix DNA-binding transcription factor family protein
263008_at	1	1.00	7.69e-14	-7.29982	4.44e-16	RPP27	resistance to Peronospora parasitica 27
263011_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G23250	Caleosin-related family protein
263018_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G17610	pseudo
263021_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G23910	polyketide cyclase/dehydrase and lipid transport superfamily protein
263025_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G23990	pseudo
263026_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G24000	major latex family protein
263027_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G24010	hypothetical protein
263031_at	1	1.00	7.69e-14	-7.29982	4.44e-16	CSLA10	cellulose synthase-like A10
263038_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G23270	hypothetical protein
263041_at	1	1.00	7.69e-14	-7.29982	4.44e-16	TAR1	tryptophan aminotransferase related 1
263043_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G23350	plant invertase/pectin methylesterase inhibitor domain-containing protein
263045_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G05370	hypothetical protein
263056_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G12720	pseudo
263057_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G09840	hypothetical protein
263058_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G07650	pseudo
263062_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G18180	Sec14p-like phosphatidylinositol transfer family protein
263069_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G17590	cysteine/histidine-rich C1 domain-containing protein
263071_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G17490	pseudo
263078_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G05350	hypothetical protein
263080_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G12610	pseudo
263081_at	1	1.00	0.00	-7.29982	0.00	BLH5	BEL1-like homeodomain 5
263084_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G27180	hypothetical protein
263087_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	PMT2///PMT1	polyol/monosaccharide transporter 2///polyol/monosaccharide transporter 1
263088_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G16160	pseudo
263089_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G16000	pseudo
263091_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G16200	coatomer gamma subunit appendage domain-containing protein
263092_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G16210	B3 domain-containing protein
263093_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G16010	pseudo
263095_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G16040	hAT dimerisation domain-containing protein / transposase-related protein
263102_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G05270	hypothetical protein
263103_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G05290	pseudo
263123_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G78500	pentacyclic triterpene synthase 6
263125_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G78470	hypothetical protein
263140_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G65120	ubiquitin carboxyl-terminal hydrolase-related protein
263141_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G65210	Galactose-binding protein
263148_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G53950	ubiquitin-like protein
263149_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G53970	hypothetical protein
263161_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G54020	GDSL esterase/lipase
263166_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G03050	putative clathrin assembly protein
263175_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G05510	hypothetical protein
263187_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G36130	pseudo
263195_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G36150	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
263197_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G53930	ubiquitin-like protein
263215_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G30710	FAD-binding and BBE domain-containing protein
263217_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G30740	FAD-binding and BBE domain-containing protein
263233_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G05577	hypothetical protein
263244_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G31480	hypothetical protein
263245_at	1	1.00	7.69e-14	-7.29982	4.44e-16	DOR	F-box protein DOR
263257_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT1G10520	DNA polymerase lambda subunit
263271_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G11480	pseudo
263272_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G11650	pseudo
263273_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16		
263279_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G14130	pseudo
263280_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G14140	pseudo
263292_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G10900	pseudo
263293_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G10880	pseudo
263300_at	1	1.00	0.00	-7.29982	0.00		
263301_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G15200	pseudo
263304_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G01920	ENTH/VHS/GAT family protein
263306_at	1	1.00	7.69e-14	-7.29982	4.44e-16	SCPL43	serine carboxypeptidase-like 43
263307_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G12520	pseudo
263308_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G10380	pseudo
263309_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G10370	pseudo
263310_s_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT4G03970	pseudo
263323_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G04300	putative leucine-rich repeat receptor-like serine/threonine-protein kinase
263324_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G04220	hypothetical protein
263329_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G15260	RING/U-box domain-containing protein
263335_x_at	1	1.00	7.69e-14	-7.29982	4.44e-16	AT2G04970	pseudo
